product_id,category,year_month,listed_price_usd,base_price_usd,competitor_price_usd,price_index,is_promotional,price_elasticity,units_sold,revenue_usd,margin_pct
PROD0002,Clothing,2024-04,83.33,108.37,91.07,0.769,True,-0.94,4,433.48,0.415
PROD0002,Clothing,2024-05,98.15,108.37,106.11,0.906,False,-0.94,15,1462.99,0.503
PROD0002,Clothing,2024-06,103.16,108.37,89.54,0.952,False,-0.94,5,476.83,0.527
PROD0002,Clothing,2024-07,103.16,108.37,91.54,0.952,False,-0.94,2,195.07,0.527
PROD0002,Clothing,2024-08,78.19,108.37,86.47,0.722,True,-0.94,6,617.71,0.376
PROD0002,Clothing,2024-09,103.16,108.37,97.69,0.952,False,-0.94,0,0.0,0.527
PROD0002,Clothing,2024-10,79.71,108.37,77.09,0.736,True,-0.94,14,1463.0,0.388
PROD0002,Clothing,2024-11,103.16,108.37,108.43,0.952,False,-0.94,12,1240.84,0.527
PROD0002,Clothing,2024-12,103.16,108.37,105.81,0.952,False,-0.94,7,726.07,0.527
PROD0003,Home & Kitchen,2022-01,235.28,214.46,236.3,1.097,False,-1.49,7,1490.5,0.453
PROD0003,Home & Kitchen,2022-02,235.28,214.46,259.1,1.097,False,-1.49,3,600.49,0.453
PROD0003,Home & Kitchen,2022-03,235.28,214.46,235.81,1.097,False,-1.49,5,868.57,0.453
PROD0003,Home & Kitchen,2022-04,235.28,214.46,260.34,1.097,False,-1.49,6,1286.76,0.453
PROD0003,Home & Kitchen,2022-05,235.28,214.46,227.24,1.097,False,-1.49,8,1619.17,0.453
PROD0003,Home & Kitchen,2022-06,255.1,214.46,225.04,1.189,False,-1.49,12,2316.17,0.496
PROD0003,Home & Kitchen,2022-07,255.1,214.46,273.12,1.189,False,-1.49,3,643.38,0.496
PROD0003,Home & Kitchen,2022-08,210.67,214.46,202.47,0.982,True,-1.49,6,1211.7,0.389
PROD0003,Home & Kitchen,2022-09,255.1,214.46,283.63,1.189,False,-1.49,3,621.94,0.496
PROD0003,Home & Kitchen,2022-10,233.77,214.46,212.78,1.09,False,-1.49,3,632.66,0.45
PROD0003,Home & Kitchen,2022-11,247.41,214.46,233.04,1.154,False,-1.49,6,1211.7,0.48
PROD0003,Home & Kitchen,2022-12,247.41,214.46,229.89,1.154,False,-1.49,24,4814.63,0.48
PROD0003,Home & Kitchen,2023-01,247.41,214.46,264.69,1.154,False,-1.49,4,825.67,0.48
PROD0003,Home & Kitchen,2023-02,247.41,214.46,234.69,1.154,False,-1.49,0,0.0,0.48
PROD0003,Home & Kitchen,2023-03,247.41,214.46,245.8,1.154,False,-1.49,8,1704.96,0.48
PROD0003,Home & Kitchen,2023-04,247.41,214.46,246.34,1.154,False,-1.49,10,1962.32,0.48
PROD0003,Home & Kitchen,2023-05,255.5,214.46,217.92,1.191,False,-1.49,2,418.2,0.496
PROD0003,Home & Kitchen,2023-06,255.5,214.46,258.23,1.191,False,-1.49,7,1329.65,0.496
PROD0003,Home & Kitchen,2023-07,179.1,214.46,202.56,0.835,True,-1.49,2,375.3,0.282
PROD0003,Home & Kitchen,2023-08,255.5,214.46,281.71,1.191,False,-1.49,4,804.23,0.496
PROD0003,Home & Kitchen,2023-09,255.5,214.46,267.71,1.191,False,-1.49,11,2230.38,0.496
PROD0003,Home & Kitchen,2023-10,255.5,214.46,253.74,1.191,False,-1.49,3,589.77,0.496
PROD0003,Home & Kitchen,2023-11,243.47,214.46,242.26,1.135,False,-1.49,11,2316.17,0.471
PROD0003,Home & Kitchen,2023-12,243.47,214.46,215.38,1.135,False,-1.49,10,1962.31,0.471
PROD0003,Home & Kitchen,2024-01,228.15,214.46,226.89,1.064,False,-1.49,12,2348.34,0.436
PROD0003,Home & Kitchen,2024-02,252.63,214.46,262.4,1.178,False,-1.49,1,214.46,0.491
PROD0003,Home & Kitchen,2024-03,277.61,214.46,265.64,1.294,False,-1.49,11,2219.67,0.536
PROD0003,Home & Kitchen,2024-04,277.61,214.46,302.69,1.294,False,-1.49,2,428.92,0.536
PROD0003,Home & Kitchen,2024-05,277.61,214.46,311.2,1.294,False,-1.49,18,3431.36,0.536
PROD0003,Home & Kitchen,2024-06,277.61,214.46,240.82,1.294,False,-1.49,7,1469.05,0.536
PROD0003,Home & Kitchen,2024-07,230.33,214.46,222.01,1.074,True,-1.49,13,2605.69,0.441
PROD0003,Home & Kitchen,2024-08,302.74,214.46,305.57,1.412,False,-1.49,12,2498.46,0.575
PROD0003,Home & Kitchen,2024-09,302.74,214.46,331.09,1.412,False,-1.49,15,3141.84,0.575
PROD0003,Home & Kitchen,2024-10,222.34,214.46,245.72,1.037,True,-1.49,7,1426.17,0.421
PROD0003,Home & Kitchen,2024-11,245.18,214.46,256.67,1.143,True,-1.49,13,2755.81,0.475
PROD0003,Home & Kitchen,2024-12,302.74,214.46,282.92,1.412,False,-1.49,35,7130.81,0.575
PROD0004,Electronics,2022-01,689.75,830.21,692.15,0.831,True,-1.27,7,5769.96,0.097
PROD0004,Electronics,2022-02,830.21,830.21,718.99,1.0,False,-1.27,8,6102.05,0.25
PROD0004,Electronics,2022-03,830.21,830.21,717.97,1.0,False,-1.27,11,8219.08,0.25
PROD0004,Electronics,2022-04,830.21,830.21,801.0,1.0,False,-1.27,11,8924.76,0.25
PROD0004,Electronics,2022-05,877.95,830.21,902.44,1.058,False,-1.27,21,16687.22,0.291
PROD0004,Electronics,2022-06,877.95,830.21,747.5,1.058,False,-1.27,12,9215.33,0.291
PROD0004,Electronics,2022-07,877.95,830.21,822.74,1.058,False,-1.27,24,18970.3,0.291
PROD0004,Electronics,2022-08,684.926,830.21,728.26,0.825,True,-1.27,11,8758.72,0.091
PROD0004,Electronics,2022-09,753.38,830.21,695.28,0.907,True,-1.27,7,5271.84,0.174
PROD0004,Electronics,2022-10,684.926,830.21,678.38,0.825,True,-1.27,5,3985.01,0.091
PROD0004,Electronics,2022-11,727.16,830.21,708.32,0.876,True,-1.27,15,12204.09,0.144
PROD0004,Electronics,2022-12,877.95,830.21,845.05,1.058,False,-1.27,22,16687.23,0.291
PROD0004,Electronics,2023-01,877.95,830.21,830.29,1.058,False,-1.27,6,4732.2,0.291
PROD0004,Electronics,2023-02,778.4,830.21,864.96,0.938,True,-1.27,0,0.0,0.2
PROD0004,Electronics,2023-03,877.95,830.21,928.34,1.058,False,-1.27,22,17475.93,0.291
PROD0004,Electronics,2023-04,763.89,830.21,744.26,0.92,True,-1.27,15,11581.44,0.185
PROD0004,Electronics,2023-05,877.95,830.21,766.18,1.058,False,-1.27,7,5520.9,0.291
PROD0004,Electronics,2023-06,877.95,830.21,915.52,1.058,False,-1.27,6,4815.22,0.291
PROD0004,Electronics,2023-07,808.13,830.21,727.51,0.973,False,-1.27,18,14155.08,0.23
PROD0004,Electronics,2023-08,808.13,830.21,772.63,0.973,False,-1.27,20,15483.42,0.23
PROD0004,Electronics,2023-09,808.13,830.21,849.9,0.973,False,-1.27,4,3154.8,0.23
PROD0004,Electronics,2023-10,808.13,830.21,861.74,0.973,False,-1.27,12,9630.44,0.23
PROD0004,Electronics,2023-11,808.13,830.21,765.87,0.973,False,-1.27,16,12951.28,0.23
PROD0004,Electronics,2023-12,808.13,830.21,899.63,0.973,False,-1.27,26,19717.5,0.23
PROD0004,Electronics,2024-01,808.13,830.21,882.03,0.973,False,-1.27,8,6392.62,0.23
PROD0004,Electronics,2024-02,808.13,830.21,894.1,0.973,False,-1.27,17,13906.02,0.23
PROD0004,Electronics,2024-03,747.05,830.21,790.5,0.9,False,-1.27,20,15690.97,0.167
PROD0004,Electronics,2024-04,747.05,830.21,835.86,0.9,False,-1.27,19,14694.72,0.167
PROD0004,Electronics,2024-05,747.05,830.21,737.11,0.9,False,-1.27,22,17475.92,0.167
PROD0004,Electronics,2024-06,824.65,830.21,759.42,0.993,False,-1.27,10,7554.92,0.245
PROD0004,Electronics,2024-07,878.48,830.21,843.88,1.058,False,-1.27,12,9630.44,0.291
PROD0004,Electronics,2024-08,935.45,830.21,892.26,1.127,False,-1.27,28,21917.55,0.334
PROD0004,Electronics,2024-09,848.54,830.21,893.32,1.022,False,-1.27,32,25196.88,0.266
PROD0004,Electronics,2024-10,848.54,830.21,725.2,1.022,False,-1.27,12,9713.46,0.266
PROD0004,Electronics,2024-11,848.54,830.21,875.69,1.022,False,-1.27,12,9962.52,0.266
PROD0004,Electronics,2024-12,875.6,830.21,753.83,1.055,False,-1.27,26,21087.34,0.289
PROD0005,Clothing,2022-01,19.56,19.56,21.87,1.0,False,-0.97,8,145.71,0.55
PROD0005,Clothing,2022-02,19.56,19.56,20.97,1.0,False,-0.97,3,57.7,0.55
PROD0005,Clothing,2022-03,19.56,19.56,21.67,1.0,False,-0.97,9,165.28,0.55
PROD0005,Clothing,2022-04,20.85,19.56,18.2,1.066,False,-0.97,13,243.52,0.578
PROD0005,Clothing,2022-05,22.63,19.56,19.26,1.157,False,-0.97,6,115.4,0.611
PROD0005,Clothing,2022-06,22.63,19.56,24.73,1.157,False,-0.97,25,481.18,0.611
PROD0005,Clothing,2022-07,22.63,19.56,23.55,1.157,False,-0.97,14,261.12,0.611
PROD0005,Clothing,2022-08,22.63,19.56,25.1,1.157,False,-0.97,19,355.01,0.611
PROD0005,Clothing,2022-09,20.35,19.56,18.24,1.04,True,-0.97,5,94.87,0.568
PROD0005,Clothing,2022-10,17.05,19.56,17.51,0.872,True,-0.97,16,284.59,0.484
PROD0005,Clothing,2022-11,22.63,19.56,19.36,1.157,False,-0.97,20,361.87,0.611
PROD0005,Clothing,2022-12,16.2,19.56,17.11,0.828,True,-0.97,14,243.52,0.457
PROD0005,Clothing,2023-01,21.63,19.56,19.26,1.106,False,-0.97,4,70.41,0.593
PROD0005,Clothing,2023-02,21.63,19.56,23.77,1.106,False,-0.97,8,150.61,0.593
PROD0005,Clothing,2023-03,21.63,19.56,21.42,1.106,False,-0.97,10,164.3,0.593
PROD0005,Clothing,2023-04,21.63,19.56,21.39,1.106,False,-0.97,10,183.87,0.593
PROD0005,Clothing,2023-05,17.11,19.56,17.4,0.875,True,-0.97,10,183.86,0.486
PROD0005,Clothing,2023-06,21.63,19.56,21.37,1.106,False,-0.97,11,204.4,0.593
PROD0005,Clothing,2023-07,21.63,19.56,20.23,1.106,False,-0.97,11,203.43,0.593
PROD0005,Clothing,2023-08,21.63,19.56,22.5,1.106,False,-0.97,6,113.45,0.593
PROD0005,Clothing,2023-09,21.63,19.56,20.58,1.106,False,-0.97,3,54.77,0.593
PROD0005,Clothing,2023-10,21.63,19.56,19.96,1.106,False,-0.97,6,117.36,0.593
PROD0005,Clothing,2023-11,17.4,19.56,14.86,0.89,True,-0.97,11,191.69,0.494
PROD0005,Clothing,2023-12,21.63,19.56,24.7,1.106,False,-0.97,14,263.08,0.593
PROD0005,Clothing,2024-01,21.63,19.56,23.61,1.106,False,-0.97,15,273.84,0.593
PROD0005,Clothing,2024-02,21.63,19.56,24.36,1.106,False,-0.97,7,134.96,0.593
PROD0005,Clothing,2024-03,17.61,19.56,15.02,0.9,True,-0.97,4,73.34,0.5
PROD0005,Clothing,2024-04,21.63,19.56,21.03,1.106,False,-0.97,7,136.92,0.593
PROD0005,Clothing,2024-05,21.63,19.56,20.32,1.106,False,-0.97,9,166.25,0.593
PROD0005,Clothing,2024-06,21.63,19.56,22.21,1.106,False,-0.97,16,290.46,0.593
PROD0005,Clothing,2024-07,21.63,19.56,20.22,1.106,False,-0.97,18,346.21,0.593
PROD0005,Clothing,2024-08,21.63,19.56,24.84,1.106,False,-0.97,16,291.43,0.593
PROD0005,Clothing,2024-09,21.63,19.56,23.29,1.106,False,-0.97,7,124.21,0.593
PROD0005,Clothing,2024-10,21.63,19.56,18.67,1.106,False,-0.97,6,109.53,0.593
PROD0005,Clothing,2024-11,21.63,19.56,20.46,1.106,False,-0.97,8,152.57,0.593
PROD0005,Clothing,2024-12,20.46,19.56,19.08,1.046,False,-0.97,10,193.64,0.57
PROD0006,Beauty & Health,2022-01,150.8,150.8,173.34,1.0,False,-0.85,0,0.0,0.6
PROD0006,Beauty & Health,2022-02,111.33,150.8,105.08,0.738,True,-0.85,0,0.0,0.458
PROD0006,Beauty & Health,2022-03,150.8,150.8,158.22,1.0,False,-0.85,2,286.52,0.6
PROD0006,Beauty & Health,2022-04,150.8,150.8,172.04,1.0,False,-0.85,2,271.44,0.6
PROD0006,Beauty & Health,2022-05,158.2,150.8,139.46,1.049,False,-0.85,12,1741.74,0.619
PROD0006,Beauty & Health,2022-06,165.2,150.8,179.46,1.095,False,-0.85,8,1168.7,0.635
PROD0006,Beauty & Health,2022-07,165.2,150.8,156.62,1.095,False,-0.85,0,0.0,0.635
PROD0006,Beauty & Health,2022-08,165.2,150.8,175.16,1.095,False,-0.85,4,573.04,0.635
PROD0006,Beauty & Health,2022-09,165.2,150.8,178.72,1.095,False,-0.85,9,1296.88,0.635
PROD0006,Beauty & Health,2022-10,165.2,150.8,179.29,1.095,False,-0.85,0,0.0,0.635
PROD0006,Beauty & Health,2022-11,165.2,150.8,144.51,1.095,False,-0.85,9,1342.12,0.635
PROD0006,Beauty & Health,2022-12,171.19,150.8,170.1,1.135,False,-0.85,24,3543.8,0.648
PROD0006,Beauty & Health,2023-01,171.19,150.8,184.15,1.135,False,-0.85,2,294.06,0.648
PROD0006,Beauty & Health,2023-02,138.81,150.8,139.94,0.92,True,-0.85,1,135.72,0.565
PROD0006,Beauty & Health,2023-03,176.4,150.8,198.51,1.17,False,-0.85,0,0.0,0.658
PROD0006,Beauty & Health,2023-04,176.4,150.8,202.02,1.17,False,-0.85,1,135.72,0.658
PROD0006,Beauty & Health,2023-05,193.98,150.8,203.07,1.286,False,-0.85,13,1892.54,0.689
PROD0006,Beauty & Health,2023-06,193.98,150.8,198.15,1.286,False,-0.85,0,0.0,0.689
PROD0006,Beauty & Health,2023-07,193.98,150.8,201.19,1.286,False,-0.85,7,897.26,0.689
PROD0006,Beauty & Health,2023-08,193.98,150.8,216.75,1.286,False,-0.85,7,1055.6,0.689
PROD0006,Beauty & Health,2023-09,193.98,150.8,169.37,1.286,False,-0.85,1,143.26,0.689
PROD0006,Beauty & Health,2023-10,193.98,150.8,203.04,1.286,False,-0.85,8,1153.62,0.689
PROD0006,Beauty & Health,2023-11,193.98,150.8,181.21,1.286,False,-0.85,11,1553.24,0.689
PROD0006,Beauty & Health,2023-12,182.52,150.8,182.99,1.21,False,-0.85,2,294.06,0.67
PROD0006,Beauty & Health,2024-01,182.52,150.8,195.16,1.21,False,-0.85,5,731.38,0.67
PROD0006,Beauty & Health,2024-02,182.52,150.8,195.5,1.21,False,-0.85,3,452.4,0.67
PROD0006,Beauty & Health,2024-03,182.52,150.8,202.48,1.21,False,-0.85,9,1311.96,0.67
PROD0006,Beauty & Health,2024-04,182.52,150.8,179.15,1.21,False,-0.85,3,452.4,0.67
PROD0006,Beauty & Health,2024-05,182.52,150.8,189.32,1.21,False,-0.85,23,3174.34,0.67
PROD0006,Beauty & Health,2024-06,182.52,150.8,196.55,1.21,False,-0.85,6,904.8,0.67
PROD0006,Beauty & Health,2024-07,182.52,150.8,204.69,1.21,False,-0.85,8,1191.32,0.67
PROD0006,Beauty & Health,2024-08,168.69,150.8,184.26,1.119,False,-0.85,3,407.16,0.642
PROD0006,Beauty & Health,2024-09,168.69,150.8,148.5,1.119,False,-0.85,11,1628.64,0.642
PROD0006,Beauty & Health,2024-10,140.1,150.8,138.25,0.929,True,-0.85,1,150.8,0.569
PROD0006,Beauty & Health,2024-11,168.69,150.8,159.82,1.119,False,-0.85,23,3355.3,0.642
PROD0006,Beauty & Health,2024-12,122.63,150.8,115.82,0.813,True,-0.85,7,1010.36,0.508
PROD0007,Books,2022-01,49.31,49.31,48.89,1.0,False,-1.67,2,93.69,0.35
PROD0007,Books,2022-02,49.31,49.31,44.06,1.0,False,-1.67,3,138.07,0.35
PROD0007,Books,2022-03,49.31,49.31,55.44,1.0,False,-1.67,5,246.55,0.35
PROD0007,Books,2022-04,49.31,49.31,53.12,1.0,False,-1.67,2,98.62,0.35
PROD0007,Books,2022-05,54.38,49.31,60.69,1.103,False,-1.67,1,49.31,0.411
PROD0007,Books,2022-06,54.38,49.31,49.89,1.103,False,-1.67,8,377.22,0.411
PROD0007,Books,2022-07,54.38,49.31,50.55,1.103,False,-1.67,4,187.37,0.411
PROD0007,Books,2022-08,59.12,49.31,65.77,1.199,False,-1.67,2,98.62,0.458
PROD0007,Books,2022-09,59.12,49.31,66.48,1.199,False,-1.67,3,135.59,0.458
PROD0007,Books,2022-10,59.12,49.31,58.95,1.199,False,-1.67,5,216.96,0.458
PROD0007,Books,2022-11,59.12,49.31,63.74,1.199,False,-1.67,3,143.0,0.458
PROD0007,Books,2022-12,59.12,49.31,66.99,1.199,False,-1.67,5,236.69,0.458
PROD0007,Books,2023-01,51.7,49.31,45.05,1.048,True,-1.67,5,221.89,0.38
PROD0007,Books,2023-02,50.63,49.31,44.61,1.027,True,-1.67,11,512.83,0.367
PROD0007,Books,2023-03,59.12,49.31,52.05,1.199,False,-1.67,3,145.46,0.458
PROD0007,Books,2023-04,59.12,49.31,59.98,1.199,False,-1.67,5,226.83,0.458
PROD0007,Books,2023-05,46.57,49.31,47.14,0.944,True,-1.67,5,209.57,0.312
PROD0007,Books,2023-06,44.4,49.31,49.17,0.9,True,-1.67,3,145.46,0.278
PROD0007,Books,2023-07,59.12,49.31,60.35,1.199,False,-1.67,14,641.03,0.458
PROD0007,Books,2023-08,59.12,49.31,60.21,1.199,False,-1.67,7,325.44,0.458
PROD0007,Books,2023-09,59.12,49.31,63.81,1.199,False,-1.67,10,483.24,0.458
PROD0007,Books,2023-10,59.12,49.31,65.99,1.199,False,-1.67,10,436.39,0.458
PROD0007,Books,2023-11,59.12,49.31,52.79,1.199,False,-1.67,8,377.21,0.458
PROD0007,Books,2023-12,61.77,49.31,66.47,1.253,False,-1.67,21,971.4,0.481
PROD0007,Books,2024-01,52.87,49.31,45.3,1.072,True,-1.67,3,125.74,0.394
PROD0007,Books,2024-02,61.77,49.31,65.39,1.253,False,-1.67,9,421.6,0.481
PROD0007,Books,2024-03,55.84,49.31,55.51,1.132,False,-1.67,23,1104.55,0.426
PROD0007,Books,2024-04,55.84,49.31,50.3,1.132,False,-1.67,2,81.36,0.426
PROD0007,Books,2024-05,55.84,49.31,54.84,1.132,False,-1.67,3,133.14,0.426
PROD0007,Books,2024-06,53.89,49.31,55.97,1.093,False,-1.67,7,342.7,0.405
PROD0007,Books,2024-07,53.89,49.31,49.91,1.093,False,-1.67,2,88.76,0.405
PROD0007,Books,2024-08,48.32,49.31,54.48,0.98,True,-1.67,6,295.86,0.337
PROD0007,Books,2024-09,49.73,49.31,54.46,1.009,False,-1.67,2,98.62,0.356
PROD0007,Books,2024-10,49.73,49.31,47.15,1.009,False,-1.67,2,91.22,0.356
PROD0007,Books,2024-11,51.58,49.31,44.59,1.046,False,-1.67,0,0.0,0.379
PROD0007,Books,2024-12,51.58,49.31,50.74,1.046,False,-1.67,16,759.37,0.379
PROD0008,Beauty & Health,2022-01,11.45,11.45,10.16,1.0,False,-0.98,2,21.76,0.6
PROD0008,Beauty & Health,2022-02,11.45,11.45,9.83,1.0,False,-0.98,5,52.67,0.6
PROD0008,Beauty & Health,2022-03,11.45,11.45,12.0,1.0,False,-0.98,19,203.81,0.6
PROD0008,Beauty & Health,2022-04,11.45,11.45,12.36,1.0,False,-0.98,6,66.99,0.6
PROD0008,Beauty & Health,2022-05,9.52,11.45,8.24,0.831,True,-0.98,6,66.41,0.519
PROD0008,Beauty & Health,2022-06,11.45,11.45,12.76,1.0,False,-0.98,8,88.74,0.6
PROD0008,Beauty & Health,2022-07,11.45,11.45,12.57,1.0,False,-0.98,2,21.76,0.6
PROD0008,Beauty & Health,2022-08,10.14,11.45,11.51,0.886,True,-0.98,2,20.61,0.548
PROD0008,Beauty & Health,2022-09,11.45,11.45,10.9,1.0,False,-0.98,8,87.02,0.6
PROD0008,Beauty & Health,2022-10,9.27,11.45,8.06,0.81,True,-0.98,2,21.76,0.506
PROD0008,Beauty & Health,2022-11,11.45,11.45,11.75,1.0,False,-0.98,2,22.9,0.6
PROD0008,Beauty & Health,2022-12,9.51,11.45,9.08,0.831,True,-0.98,5,50.96,0.518
PROD0008,Beauty & Health,2023-01,9.85,11.45,10.24,0.86,True,-0.98,3,34.35,0.535
PROD0008,Beauty & Health,2023-02,11.45,11.45,11.02,1.0,False,-0.98,11,114.5,0.6
PROD0008,Beauty & Health,2023-03,11.87,11.45,11.0,1.037,False,-0.98,7,74.99,0.614
PROD0008,Beauty & Health,2023-04,12.74,11.45,12.37,1.113,False,-0.98,11,115.64,0.641
PROD0008,Beauty & Health,2023-05,12.74,11.45,12.52,1.113,False,-0.98,13,140.26,0.641
PROD0008,Beauty & Health,2023-06,11.7,11.45,9.96,1.022,False,-0.98,12,117.94,0.609
PROD0008,Beauty & Health,2023-07,13.08,11.45,13.5,1.142,False,-0.98,2,22.33,0.65
PROD0008,Beauty & Health,2023-08,13.08,11.45,12.38,1.142,False,-0.98,12,137.4,0.65
PROD0008,Beauty & Health,2023-09,9.76,11.45,10.08,0.852,True,-0.98,6,65.26,0.531
PROD0008,Beauty & Health,2023-10,13.08,11.45,11.93,1.142,False,-0.98,13,137.96,0.65
PROD0008,Beauty & Health,2023-11,12.45,11.45,13.05,1.087,False,-0.98,8,84.16,0.632
PROD0008,Beauty & Health,2023-12,12.45,11.45,10.95,1.087,False,-0.98,9,102.48,0.632
PROD0008,Beauty & Health,2024-01,12.45,11.45,12.65,1.087,False,-0.98,5,45.23,0.632
